option,day,kc,remaining,progress,ETc,ET0,dailyirrigationtimes,irrigation
1.0,9,0.15,171,5.0,1.105,6.631,7.0,9.95
1.0,12,0.15,168,6.666666666666667,0.642,3.854,4.0,7.7,0.0
1.0,13,0.15,167,7.222222222222221,1.087,6.52,7.0,9.78,0.0
1.0,16,0.15,164,8.88888888888889,0.23,1.379,1.0,21.39,0.0
2.0,44,0.75,31,58.666666666666664,1.149,1.379,1.0,312.82,21.0
3.0,23,0.23,67,25.555555555555554,0.352,1.379,1.0,95.83,21.0
3.0,77,1,13,85.55555555555556,4.283,3.854,4.0,1166.05,21.0

